group,model,split,tag,bucket_group,bucket,rollouts,success_0p5cm,success_1cm,success_2cm,success_5cm,mean_best_cm,mean_final_cm,metrics_path
Edge-balanced visual-only,Partial ResNet18,ID,partial,edge,upper_edge,18,0.0,0.0,0.0,0.0,23.058841625849404,59.5120241244634,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/id/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_balanced.json
Edge-balanced visual-only,Partial ResNet18,ID,partial,interior,interior,15,0.0,0.0,0.0,0.06666666666666667,15.256158709526064,79.73510364691417,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/id/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_balanced.json
Edge-balanced visual-only,Partial ResNet18,ID,partial,corner,all_corner,63,0.0,0.0,0.0,0.0,16.49589238185731,69.71776118827245,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/id/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_balanced.json
Edge-balanced visual-only,Partial ResNet18,ID,partial,edge,all_edge,72,0.0,0.0,0.0,0.06944444444444445,13.839972453812758,64.3794373712606,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/id/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_balanced.json
Edge-balanced visual-only,Partial ResNet18,ID,partial,interior,all_interior,15,0.0,0.0,0.0,0.06666666666666667,15.256158709526064,79.73510364691417,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/id/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_balanced.json
Edge-balanced visual-only,Partial ResNet18,OOD,partial,corner,lower_left_corner,3,0.0,0.0,0.0,0.0,12.617170810699463,106.13579352696736,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/ood/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_ood_eval.json
Edge-balanced visual-only,Partial ResNet18,OOD,partial,corner,lower_right_corner,6,0.0,0.0,0.0,0.0,8.375877017776173,42.766718069712326,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/ood/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_ood_eval.json
Edge-balanced visual-only,Partial ResNet18,OOD,partial,corner,upper_left_corner,2,0.0,0.0,0.0,0.0,26.60202533006668,93.19279789924622,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/ood/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_ood_eval.json
Edge-balanced visual-only,Partial ResNet18,OOD,partial,corner,upper_right_corner,6,0.0,0.0,0.0,0.0,20.213988423347473,28.099010636409123,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/ood/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_ood_eval.json
Edge-balanced visual-only,Partial ResNet18,OOD,partial,edge,left_edge,21,0.0,0.0,0.0,0.0,16.88244999164627,100.01274375688463,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/ood/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_ood_eval.json
Edge-balanced visual-only,Partial ResNet18,OOD,partial,edge,lower_edge,10,0.0,0.0,0.0,0.4,6.471769995987415,67.53521025180817,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/ood/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_ood_eval.json
Edge-balanced visual-only,Partial ResNet18,OOD,partial,edge,right_edge,20,0.0,0.0,0.0,0.1,10.249915923923254,33.65341357886791,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/ood/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_ood_eval.json
Edge-balanced visual-only,Partial ResNet18,OOD,partial,edge,upper_edge,13,0.0,0.0,0.0,0.0,24.129598759687866,62.652685092045715,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/ood/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_ood_eval.json
Edge-balanced visual-only,Partial ResNet18,OOD,partial,interior,interior,69,0.0,0.0,0.0,0.08695652173913043,12.439740719138712,67.36882959586985,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/ood/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_ood_eval.json
Edge-balanced visual-only,Partial ResNet18,OOD,partial,corner,all_corner,17,0.0,0.0,0.0,0.0,15.446750337586684,54.7051381538896,results/edge_balanced_partial_resnet18_bc_128px_phase_precise_avoid/metrics/ood/metrics__partial_resnet18_bc_128__avoid_spatial_edge_balanced__budget200__seed000__eval_avoid_spatial_edge_ood_eval.json
