family,family_dir,split,train_config,task,axis,variant,budget,seed,eval_config,rollout_count,success_rate_at_0p5cm,success_rate_at_1cm,success_rate_at_2cm,success_rate_at_5cm,mean_best_distance,mean_final_distance
Scratch CNN,bc_128px_v1,ood,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,50,0,avoid_camera_extreme_ood_eval,150,0.11333333333333333,0.37333333333333335,0.92,1.0,0.012442361979434888,0.7763908090194066
Scratch CNN,bc_128px_v1,ood,spatial_narrow,reach,spatial_distribution,narrow_train,20,2,spatial_edge_ood_eval,150,0.0,0.013333333333333334,0.11333333333333333,0.16666666666666666,0.13074152407857279,0.2741083927763005
Scratch CNN,bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,20,2,camera_extreme_ood_eval,150,0.0,0.25333333333333335,1.0,1.0,0.010522467574725549,0.02538833849132061
Scratch CNN,bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,20,1,avoid_color_ood_eval,150,0.0,0.0,1.0,1.0,0.015040017341574034,0.7521345500151316
Scratch CNN,bc_128px_v1,ood,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,50,1,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.72,1.0,0.019732584382096928,0.9038278643290202
Scratch CNN,bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,5,0,camera_extreme_ood_eval,150,0.0,1.0,1.0,1.0,0.008921452549596627,0.270599049727122
Scratch CNN,bc_128px_v1,ood,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,20,1,avoid_spatial_edge_ood_eval,150,0.0,0.0,0.17333333333333334,0.41333333333333333,0.1033196557747821,0.6011351861308019
Scratch CNN,bc_128px_v1,ood,spatial_narrow,reach,spatial_distribution,narrow_train,5,1,spatial_edge_ood_eval,150,0.0,0.0,0.02,0.08,0.13553938519830505,0.22946256039043267
Scratch CNN,bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,50,0,avoid_color_ood_eval,150,0.0,0.0,1.0,1.0,0.018333946553369364,1.002026469707489
Scratch CNN,bc_128px_v1,ood,color_red_only,reach,color,fixed_train,5,2,color_ood_eval,150,0.0,0.0,1.0,1.0,0.013162512605388959,0.2790565409262975
Scratch CNN,bc_128px_v1,ood,color_multi,reach,color,diverse_train,20,2,color_ood_eval,150,0.0,0.0,1.0,1.0,0.019439375263949236,0.20798652549584706
Scratch CNN,bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,5,0,avoid_color_ood_eval,150,0.0,0.0,0.0,1.0,0.020499725316961606,0.5754557017485301
Scratch CNN,bc_128px_v1,ood,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,5,2,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.025371961059669653,0.5436612345774968
Scratch CNN,bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,50,0,lighting_extreme_ood_eval,150,0.0,0.41333333333333333,0.41333333333333333,0.7333333333333333,0.02942862225075563,0.12963780929644902
Scratch CNN,bc_128px_v1,ood,spatial_wide,reach,spatial_distribution,wide_train,5,1,spatial_edge_ood_eval,150,0.0,0.006666666666666667,0.03333333333333333,0.18666666666666668,0.13161380637747547,0.35311876874417064
Scratch CNN,bc_128px_v1,ood,camera_fixed,reach,camera_location_viewpoint,fixed_train,5,2,camera_extreme_ood_eval,150,0.0,0.0,1.0,1.0,0.011853602069119612,0.2786582060654958
Scratch CNN,bc_128px_v1,ood,color_multi,reach,color,diverse_train,5,0,color_ood_eval,150,1.0,1.0,1.0,1.0,0.004244275065138936,0.2347258191307386
Scratch CNN,bc_128px_v1,ood,avoid_color_multi,avoid_reach,color,diverse_train,50,2,avoid_color_ood_eval,150,0.0,0.0,0.0,1.0,0.021107489677766957,0.9693386284510295
Scratch CNN,bc_128px_v1,ood,color_red_only,reach,color,fixed_train,20,0,color_ood_eval,150,0.0,1.0,1.0,1.0,0.006928109374518196,0.12870371942718825
Scratch CNN,bc_128px_v1,ood,avoid_color_multi,avoid_reach,color,diverse_train,5,2,avoid_color_ood_eval,150,0.0,0.0,0.0,1.0,0.03189548301200072,0.5301483607292176
Scratch CNN,bc_128px_v1,ood,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,20,2,avoid_spatial_edge_ood_eval,150,0.02,0.06666666666666667,0.14,0.3333333333333333,0.09405711656901986,0.5661244623859724
Scratch CNN,bc_128px_v1,ood,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,5,2,avoid_camera_extreme_ood_eval,150,0.0,0.0,1.0,1.0,0.011600252793480953,0.5195060006777446
Scratch CNN,bc_128px_v1,ood,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,20,1,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.28,0.7933333333333333,0.05831260083864132,0.6287622745831808
Scratch CNN,bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,20,0,avoid_color_ood_eval,150,0.0,0.0,0.26,1.0,0.024540825399259725,0.46629448493321735
Scratch CNN,bc_128px_v1,ood,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,2,lighting_extreme_ood_eval,150,0.0,0.22666666666666666,1.0,1.0,0.012188555573423703,0.05119112312793732
Scratch CNN,bc_128px_v1,ood,spatial_wide,reach,spatial_distribution,wide_train,50,1,spatial_edge_ood_eval,150,0.02666666666666667,0.11333333333333333,0.44666666666666666,0.7933333333333333,0.036097659079047544,0.07689362848798434
Scratch CNN,bc_128px_v1,ood,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,20,1,avoid_camera_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.028566049138704936,1.1571648319562275
Scratch CNN,bc_128px_v1,ood,spatial_narrow,reach,spatial_distribution,narrow_train,20,0,spatial_edge_ood_eval,150,0.0,0.006666666666666667,0.03333333333333333,0.11333333333333333,0.1382186369597912,0.23740113196273646
Scratch CNN,bc_128px_v1,ood,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,1,avoid_spatial_edge_ood_eval,150,0.0,0.02,0.06,0.22666666666666666,0.1312838376313448,0.24843577128524583
Scratch CNN,bc_128px_v1,ood,camera_fixed,reach,camera_location_viewpoint,fixed_train,50,2,camera_extreme_ood_eval,150,0.0,1.0,1.0,1.0,0.006898143099000056,0.02758839312940836
Scratch CNN,bc_128px_v1,ood,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,5,2,avoid_spatial_edge_ood_eval,150,0.006666666666666667,0.006666666666666667,0.013333333333333334,0.25333333333333335,0.11946319389156997,0.23934300926824412
Scratch CNN,bc_128px_v1,ood,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,50,2,avoid_camera_extreme_ood_eval,150,0.0,0.0,0.03333333333333333,0.98,0.036057455322394766,1.0514360256989796
Scratch CNN,bc_128px_v1,ood,color_red_only,reach,color,fixed_train,50,1,color_ood_eval,150,0.0,0.4666666666666667,1.0,1.0,0.012589033966263135,0.04039576591302951
Scratch CNN,bc_128px_v1,ood,avoid_color_multi,avoid_reach,color,diverse_train,20,2,avoid_color_ood_eval,150,0.0,0.0,1.0,1.0,0.01951845264683167,0.9045415461063385
Scratch CNN,bc_128px_v1,ood,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,2,avoid_spatial_edge_ood_eval,150,0.0,0.0,0.006666666666666667,0.14666666666666667,0.13884876530617477,0.47608346161743004
Scratch CNN,bc_128px_v1,ood,spatial_narrow,reach,spatial_distribution,narrow_train,50,1,spatial_edge_ood_eval,150,0.006666666666666667,0.02,0.10666666666666667,0.17333333333333334,0.13881996637831132,0.3043729583049814
Scratch CNN,bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,20,0,avoid_camera_extreme_ood_eval,150,0.0,1.0,1.0,1.0,0.006007410955304901,1.080590524673462
Scratch CNN,bc_128px_v1,ood,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,5,1,avoid_spatial_edge_ood_eval,150,0.006666666666666667,0.06666666666666667,0.16666666666666666,0.28,0.1112060075563689,0.3587111976991097
Scratch CNN,bc_128px_v1,ood,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,5,0,avoid_lighting_extreme_ood_eval,150,0.0,0.0,1.0,1.0,0.01047641657292843,0.567721487681071
Scratch CNN,bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,50,0,camera_extreme_ood_eval,150,1.0,1.0,1.0,1.0,0.004231517822481692,0.022727527990937232
Scratch CNN,bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,50,1,lighting_extreme_ood_eval,150,0.41333333333333333,0.41333333333333333,0.41333333333333333,1.0,0.02180819649870197,0.03151929572224617
Scratch CNN,bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,20,1,camera_extreme_ood_eval,150,0.0,1.0,1.0,1.0,0.0096353180706501,0.21660688350598017
Scratch CNN,bc_128px_v1,ood,spatial_wide,reach,spatial_distribution,wide_train,20,0,spatial_edge_ood_eval,150,0.0,0.006666666666666667,0.07333333333333333,0.16,0.13809435039137802,0.3356489711875717
Scratch CNN,bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,5,1,camera_extreme_ood_eval,150,0.0,1.0,1.0,1.0,0.00795576000896593,0.3351690425475438
Scratch CNN,bc_128px_v1,ood,spatial_wide,reach,spatial_distribution,wide_train,50,2,spatial_edge_ood_eval,150,0.0,0.013333333333333334,0.19333333333333333,0.48,0.07635485964206358,0.1898403033055365
Scratch CNN,bc_128px_v1,ood,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,50,0,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.23333333333333334,1.0,0.020648138349254927,0.9017038722832997
Scratch CNN,bc_128px_v1,ood,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,50,0,avoid_spatial_edge_ood_eval,150,0.0,0.006666666666666667,0.08,0.34,0.09339098626747727,0.2881819357102116
Scratch CNN,bc_128px_v1,ood,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,5,1,avoid_camera_extreme_ood_eval,150,0.0,0.0,1.0,1.0,0.01885125598559777,0.5466815304756164
Scratch CNN,bc_128px_v1,ood,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,50,1,avoid_camera_extreme_ood_eval,150,0.04,0.58,0.8533333333333334,1.0,0.011878672504487138,0.7489793477455775
Scratch CNN,bc_128px_v1,ood,color_red_only,reach,color,fixed_train,5,0,color_ood_eval,150,0.0,0.0,1.0,1.0,0.010812457278370857,0.27308039883772534
Scratch CNN,bc_128px_v1,ood,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,20,2,avoid_camera_extreme_ood_eval,150,0.0,0.0,0.9866666666666667,1.0,0.01596644985799988,1.0973165432612102
Scratch CNN,bc_128px_v1,ood,color_multi,reach,color,diverse_train,20,0,color_ood_eval,150,1.0,1.0,1.0,1.0,0.004085170660788814,0.174041877190272
Scratch CNN,bc_128px_v1,ood,lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,0,lighting_extreme_ood_eval,150,0.0,0.0,0.5866666666666667,1.0,0.014443768163522084,0.2721513787905375
Scratch CNN,bc_128px_v1,ood,avoid_color_multi,avoid_reach,color,diverse_train,20,1,avoid_color_ood_eval,150,0.0,0.0,1.0,1.0,0.012218830976635217,0.6204900391896566
Scratch CNN,bc_128px_v1,ood,spatial_narrow,reach,spatial_distribution,narrow_train,50,2,spatial_edge_ood_eval,150,0.013333333333333334,0.04,0.08666666666666667,0.17333333333333334,0.13535456462142367,0.29966865309203666
Scratch CNN,bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,0,lighting_extreme_ood_eval,150,0.0,0.5866666666666667,0.5866666666666667,1.0,0.015381167282660802,0.08085453793406487
Scratch CNN,bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,50,0,avoid_camera_extreme_ood_eval,150,0.0,0.0,0.0,0.0,0.21120596061150232,0.5118936312198639
Scratch CNN,bc_128px_v1,ood,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,20,2,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.5133333333333333,1.0,0.024679989566405613,0.5267526147762934
Scratch CNN,bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,5,0,avoid_camera_extreme_ood_eval,150,0.0,0.0,1.0,1.0,0.01265231100221475,0.5809058233102162
Scratch CNN,bc_128px_v1,ood,color_multi,reach,color,diverse_train,5,2,color_ood_eval,150,0.0,0.0,1.0,1.0,0.019669725075364113,0.261068847378095
Scratch CNN,bc_128px_v1,ood,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,5,0,avoid_spatial_edge_ood_eval,150,0.0,0.03333333333333333,0.08666666666666667,0.20666666666666667,0.13739748888959488,0.5213870318979025
Scratch CNN,bc_128px_v1,ood,color_red_only,reach,color,fixed_train,20,2,color_ood_eval,150,0.0,0.0,1.0,1.0,0.01392239843805631,0.06945003293454648
Scratch CNN,bc_128px_v1,ood,spatial_narrow,reach,spatial_distribution,narrow_train,5,2,spatial_edge_ood_eval,150,0.0,0.006666666666666667,0.03333333333333333,0.12666666666666668,0.1380662131185333,0.3033962750931581
Scratch CNN,bc_128px_v1,ood,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,20,0,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.4866666666666667,0.7666666666666667,0.03564852027843396,0.7640895338853201
Scratch CNN,bc_128px_v1,ood,lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,2,lighting_extreme_ood_eval,150,0.5866666666666667,0.5866666666666667,1.0,1.0,0.005751820591588815,0.021959327881534894
Scratch CNN,bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,2,lighting_extreme_ood_eval,150,0.0,0.0,0.5866666666666667,1.0,0.01966932845612367,0.25447205066680906
Scratch CNN,bc_128px_v1,ood,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,20,0,avoid_spatial_edge_ood_eval,150,0.0,0.03333333333333333,0.07333333333333333,0.22666666666666666,0.13204093292976418,0.3239188732703527
Scratch CNN,bc_128px_v1,ood,camera_fixed,reach,camera_location_viewpoint,fixed_train,20,2,camera_extreme_ood_eval,150,0.0,0.4266666666666667,1.0,1.0,0.01001227849473556,0.02305184313406547
Scratch CNN,bc_128px_v1,ood,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,50,2,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.02179141250749429,0.6848760064442952
Scratch CNN,bc_128px_v1,ood,spatial_wide,reach,spatial_distribution,wide_train,5,2,spatial_edge_ood_eval,150,0.0,0.0,0.0,0.12,0.1381099489082893,0.5003749716281891
Scratch CNN,bc_128px_v1,ood,avoid_color_multi,avoid_reach,color,diverse_train,50,1,avoid_color_ood_eval,150,0.0,0.0,1.0,1.0,0.015209456166873376,0.9749394889672597
Scratch CNN,bc_128px_v1,ood,lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,1,lighting_extreme_ood_eval,150,0.0,0.5866666666666667,1.0,1.0,0.009699651263654232,0.20202206681172052
Scratch CNN,bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,20,0,camera_extreme_ood_eval,150,0.0,1.0,1.0,1.0,0.006949001482377449,0.1703321890036265
Scratch CNN,bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,50,1,camera_extreme_ood_eval,150,0.43333333333333335,1.0,1.0,1.0,0.004982469553748766,0.022236722745001315
Scratch CNN,bc_128px_v1,ood,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,5,1,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.026964635315040748,0.5154277896881103
Scratch CNN,bc_128px_v1,ood,color_multi,reach,color,diverse_train,50,1,color_ood_eval,150,0.7866666666666666,1.0,1.0,1.0,0.0041168465030690035,0.052494954926272236
Scratch CNN,bc_128px_v1,ood,avoid_color_multi,avoid_reach,color,diverse_train,5,1,avoid_color_ood_eval,150,0.0,0.0,0.0,1.0,0.026247444252173107,0.5445195066928864
Scratch CNN,bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,1,lighting_extreme_ood_eval,150,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.8133333333333334,0.03468232429896792,0.16061068058013916
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,5,1,avoid_spatial_narrow,150,0.0,0.0,0.013333333333333334,0.4,0.06547815139094988,0.24394687769313653
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,2,lighting_fixed,150,0.0,0.0,1.0,1.0,0.01185727771371603,0.3111199736595154
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,5,0,avoid_camera_fixed,150,0.0,0.0,0.0,1.0,0.039667580276727676,0.10172131657600403
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,1,avoid_spatial_narrow,150,0.013333333333333334,0.02,0.1,0.5333333333333333,0.06521005562351395,0.2083614846567313
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,5,2,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.028384365141391754,0.1359042078256607
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_red_only,reach,color,fixed_train,5,2,color_red_only,150,0.0,0.0,1.0,1.0,0.015574891120195389,0.2810114324092865
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,20,1,avoid_camera_multi_pose,150,0.0,0.0,0.0,0.92,0.04379171053568522,0.12743129407366116
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,50,0,avoid_camera_multi_pose,150,0.0,0.0,0.0,1.0,0.0330635504797101,0.14439115981260936
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,50,2,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.04081495851278305,0.13519875705242157
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,50,1,avoid_camera_fixed,150,0.0,0.0,0.0,1.0,0.03688683733344078,0.13101989030838013
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,50,1,camera_multi_pose,150,0.013333333333333334,0.26,1.0,1.0,0.01147752205375582,0.33712826351324715
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,0,lighting_fixed,150,0.0,0.0,1.0,1.0,0.010905795730650425,0.28637489676475525
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,20,0,avoid_camera_fixed,150,0.0,0.0,0.0,1.0,0.03444170206785202,0.13703355193138123
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,20,1,spatial_narrow,150,0.0,0.013333333333333334,0.12666666666666668,0.94,0.03187150243048867,0.2713526266813278
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_red_only,reach,color,fixed_train,20,0,color_red_only,150,0.0,0.0,1.0,1.0,0.012816064059734344,0.3362908363342285
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_multi,reach,color,diverse_train,50,2,color_multi,150,0.0,0.0,1.0,1.0,0.01747904104491075,0.32858886500199636
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,20,2,camera_fixed,150,0.0,1.0,1.0,1.0,0.00835907831788063,0.34305521845817566
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,5,2,camera_multi_pose,150,0.3933333333333333,0.7666666666666667,0.9933333333333333,1.0,0.007124880072272693,0.3106400769316436
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,50,2,camera_multi_pose,150,0.013333333333333334,0.6533333333333333,1.0,1.0,0.009566910626987616,0.34421055714289345
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,1,lighting_diverse,150,0.46,0.7666666666666667,1.0,1.0,0.006157092890546967,0.3603667179743449
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,2,lighting_diverse,150,0.0,0.9266666666666666,1.0,1.0,0.008263930923615893,0.35708967586358387
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,50,1,avoid_lighting_diverse,150,0.0,0.0,0.0,1.0,0.03956280987709761,0.13979202677806218
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,50,1,lighting_fixed,150,0.0,1.0,1.0,1.0,0.006226223427802324,0.3309613764286041
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,20,2,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.033166028559207916,0.06285559386014938
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_multi,reach,color,diverse_train,20,0,color_multi,150,0.0,0.26666666666666666,1.0,1.0,0.010189523783822855,0.3565449651082357
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,50,0,spatial_narrow,150,0.06,0.4666666666666667,0.9933333333333333,1.0,0.0100480963398392,0.1823814707932373
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,20,2,avoid_spatial_wide,150,0.0,0.0,0.0,0.06666666666666667,0.19286121897399425,0.35621721506118775
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_red_only,reach,color,fixed_train,50,1,color_red_only,150,0.0,1.0,1.0,1.0,0.007976791821420193,0.3362296223640442
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,5,1,camera_multi_pose,150,0.0,0.10666666666666667,0.7666666666666667,1.0,0.016225304376954835,0.3265546770890554
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_multi,reach,color,diverse_train,50,1,color_multi,150,0.0,0.0,1.0,1.0,0.015823051035404205,0.3479487216472626
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,20,1,avoid_spatial_narrow,150,0.013333333333333334,0.02,0.09333333333333334,0.52,0.05911277533043176,0.21879348573585353
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,5,0,avoid_camera_multi_pose,150,0.0,0.0,0.0,0.10666666666666667,0.06204185776412487,0.17136339619755744
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,20,2,spatial_wide,150,0.0,0.013333333333333334,0.19333333333333333,0.5666666666666667,0.04741542973245184,0.16418738101919492
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,5,2,avoid_spatial_wide,150,0.0,0.0,0.06666666666666667,0.18666666666666668,0.10956550210093459,0.3122147119541963
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,2,lighting_diverse,150,0.24,0.94,1.0,1.0,0.006898245572422941,0.3371433252096176
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,20,0,camera_multi_pose,150,0.06666666666666667,0.5,0.8866666666666667,1.0,0.01161494547035545,0.3031426965196927
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,0,lighting_fixed,150,1.0,1.0,1.0,1.0,0.0033197898883372545,0.006666900124400854
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,5,0,camera_fixed,150,0.0,1.0,1.0,1.0,0.009086246602237225,0.32771414518356323
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,5,2,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.047143443201979,0.04909081620474656
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,20,1,spatial_wide,150,0.006666666666666667,0.04,0.19333333333333333,0.6733333333333333,0.04265200959518552,0.21116901542370517
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,20,1,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.041127920150756836,0.13610140979290009
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,50,1,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.04132925147811572,0.10357723101973533
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,50,0,spatial_wide,150,0.18666666666666668,0.38666666666666666,0.7333333333333333,0.94,0.017329537394301344,0.10279221535349886
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,20,0,avoid_color_red_only,150,0.0,0.0,0.0,1.0,0.03444170206785202,0.13703355193138123
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,20,1,avoid_camera_fixed,150,0.0,0.0,0.0,1.0,0.03231608495116234,0.13341867923736572
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,50,1,avoid_camera_multi_pose,150,0.0,0.0,0.0,1.0,0.03863004726668199,0.1463322976231575
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,20,2,avoid_spatial_narrow,150,0.0,0.0,0.006666666666666667,0.22,0.11376184709370137,0.2308102751771609
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,5,1,spatial_narrow,150,0.02666666666666667,0.07333333333333333,0.21333333333333335,0.41333333333333333,0.062451943340711295,0.33709262907505033
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_red_only,reach,color,fixed_train,5,0,color_red_only,150,0.0,1.0,1.0,1.0,0.009086246602237225,0.32771414518356323
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,50,0,avoid_camera_fixed,150,0.0,0.0,0.0,1.0,0.03764408081769943,0.2656744122505188
