train_config,task,axis,variant,budget,seed,num_samples,num_episodes,success_rate,trajectory_len_mean,trajectory_len_p50,trajectory_len_p95,action_mag_mean,action_mag_p95,external_brightness_mean,external_contrast_mean,eef_brightness_mean,eef_contrast_mean,flag_count,flags
color_red_only,reach,color,fixed_train,20,2,1580,20,1.0,79.0,79.0,79.0,0.19582257264900124,0.4561692338308953,209.0599691772461,48.23042751312256,175.59752174377442,25.494832544326783,0,
color_red_only,reach,color,fixed_train,50,0,3950,50,1.0,79.0,79.0,79.0,0.19582257264900127,0.4561692338308953,209.05928817749023,48.229178981781004,175.59790657043456,25.498800621032714,0,
color_red_only,reach,color,fixed_train,50,1,3950,50,1.0,79.0,79.0,79.0,0.19582257264900127,0.4561692338308953,209.05928817749023,48.229178981781004,175.59790657043456,25.498800621032714,0,
color_red_only,reach,color,fixed_train,50,2,3950,50,1.0,79.0,79.0,79.0,0.19582257264900127,0.4561692338308953,209.05928817749023,48.229178981781004,175.59790657043456,25.498800621032714,0,
lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,0,395,5,1.0,79.0,79.0,79.0,0.1958225726490013,0.4470100175569244,134.48419048309327,95.96081615447999,54.00625209808349,7.937000026702881,0,
lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,1,395,5,1.0,79.0,79.0,79.0,0.1958225726490013,0.4470100175569244,135.67548595428468,96.27608543395996,54.01926483154297,8.025951688289643,0,
lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,2,395,5,1.0,79.0,79.0,79.0,0.1958225726490013,0.4470100175569244,146.55356884002686,87.50961460113525,70.97341361999511,10.448627383708954,0,
lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,0,1580,20,1.0,79.0,79.0,79.0,0.19582257264900124,0.4561692338308953,139.83177280426025,92.46872215270996,61.02504043579101,9.038072352409364,0,
lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,1,1580,20,1.0,79.0,79.0,79.0,0.19582257264900124,0.4561692338308953,141.2609503555298,91.80359550476074,62.467524490356446,9.276070029735566,0,
lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,2,1580,20,1.0,79.0,79.0,79.0,0.19582257264900124,0.4561692338308953,139.345736618042,93.07942989349365,59.662310676574705,8.881429889202117,0,
lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,0,3950,50,1.0,79.0,79.0,79.0,0.19582257264900127,0.4561692338308953,142.5656539916992,90.66204898834229,64.71119668960571,9.560935456752777,0,
lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,1,3950,50,1.0,79.0,79.0,79.0,0.19582257264900127,0.4561692338308953,144.1905588531494,89.52808517456054,66.97910045623779,9.92481206893921,0,
lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,2,3950,50,1.0,79.0,79.0,79.0,0.19582257264900127,0.4561692338308953,143.27684585571288,90.63038009643554,64.72950847625732,9.679022200107575,0,
lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,0,395,5,1.0,79.0,79.0,79.0,0.1958225726490013,0.4470100175569244,142.48002647399903,90.01285976409912,65.16109661102296,9.601895418167114,0,
lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,1,395,5,1.0,79.0,79.0,79.0,0.1958225726490013,0.4470100175569244,142.48002647399903,90.01285976409912,65.16109661102296,9.601895418167114,0,
lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,2,395,5,1.0,79.0,79.0,79.0,0.1958225726490013,0.4470100175569244,142.48002647399903,90.01285976409912,65.16109661102296,9.601895418167114,0,
lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,0,1580,20,1.0,79.0,79.0,79.0,0.19582257264900124,0.4561692338308953,142.47984580993653,90.012847366333,65.1612105178833,9.603027067184449,0,
lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,1,1580,20,1.0,79.0,79.0,79.0,0.19582257264900124,0.4561692338308953,142.47984580993653,90.012847366333,65.1612105178833,9.603027067184449,0,
lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,2,1580,20,1.0,79.0,79.0,79.0,0.19582257264900124,0.4561692338308953,142.47984580993653,90.012847366333,65.1612105178833,9.603027067184449,0,
lighting_fixed,reach,lighting_direction_intensity,fixed_train,50,0,3950,50,1.0,79.0,79.0,79.0,0.19582257264900127,0.4561692338308953,142.4763339996338,90.01224605560303,65.16033203125,9.60203046798706,0,
lighting_fixed,reach,lighting_direction_intensity,fixed_train,50,1,3950,50,1.0,79.0,79.0,79.0,0.19582257264900127,0.4561692338308953,142.4763339996338,90.01224605560303,65.16033203125,9.60203046798706,0,
lighting_fixed,reach,lighting_direction_intensity,fixed_train,50,2,3950,50,1.0,79.0,79.0,79.0,0.19582257264900127,0.4561692338308953,142.4763339996338,90.01224605560303,65.16033203125,9.60203046798706,0,
