family,family_label,split,axis,axis_label,budget,metric_file_count,rollout_count,seed_count,train_config_count,success_at_0p5cm_count,success_at_0p5cm,success_at_0p5cm_pct,success_at_1cm_count,success_at_1cm,success_at_1cm_pct,success_at_2cm_count,success_at_2cm,success_at_2cm_pct,success_at_5cm_count,success_at_5cm,success_at_5cm_pct,nearest_distance_m,nearest_distance_m_file_mean,nearest_distance_m_file_std,nearest_distance_m_file_ci95,end_distance_m,end_distance_m_file_mean,end_distance_m_file_std,end_distance_m_file_ci95,mean_steps,mean_steps_file_mean,mean_steps_file_std,mean_steps_file_ci95,nearest_distance_cm,end_distance_cm
frozen_resnet18,Frozen ResNet-18,ood,lighting_direction_intensity,Lighting,200,4,600,1,4,0,0.0,0.0,0,0.0,0.0,88,0.14666666666666667,14.666666666666666,468,0.78,78.0,0.04428883250181874,0.04428883250181874,0.02050316701574044,0.02009310367542563,0.2598363171517849,0.2598363171517849,0.07645312921621385,0.07492406663188957,400.0,400.0,0.0,0.0,4.428883250181874,25.98363171517849
frozen_resnet18,Frozen ResNet-18,ood,spatial_distribution,Spatial distribution,5,12,1800,3,4,6,0.0033333333333333335,0.33333333333333337,19,0.010555555555555556,1.0555555555555556,72,0.04,4.0,288,0.16,16.0,0.13097336857126923,0.13097336857126923,0.016339298676218316,0.009244828519302653,0.2894529591423149,0.2894529591423149,0.04312085496934142,0.02439792047975136,400.0,400.0,0.0,0.0,13.097336857126923,28.94529591423149
frozen_resnet18,Frozen ResNet-18,ood,spatial_distribution,Spatial distribution,20,12,1800,3,4,10,0.005555555555555556,0.5555555555555556,35,0.019444444444444445,1.9444444444444444,142,0.07888888888888888,7.888888888888888,516,0.2866666666666667,28.666666666666668,0.11348136884302626,0.11348136884302625,0.04563635761945596,0.02582120008929839,0.24642700751059843,0.24642700751059843,0.054884606364844206,0.03105388941392726,399.84055555555557,399.84055555555557,0.5523317575247483,0.3125111111111147,11.348136884302626,24.64270075105984
frozen_resnet18,Frozen ResNet-18,ood,spatial_distribution,Spatial distribution,50,12,1800,3,4,40,0.022222222222222223,2.2222222222222223,134,0.07444444444444444,7.444444444444444,385,0.21388888888888888,21.38888888888889,806,0.4477777777777778,44.77777777777778,0.08047215436688727,0.08047215436688727,0.029068442534901734,0.01644701965999971,0.21361251832865594,0.2136125183286559,0.051284076857116244,0.029016698067025573,400.0,400.0,0.0,0.0,8.047215436688727,21.361251832865594
frozen_resnet18,Frozen ResNet-18,ood,spatial_distribution,Spatial distribution,100,4,600,1,4,7,0.011666666666666667,1.1666666666666667,42,0.07,7.000000000000001,124,0.20666666666666667,20.666666666666668,237,0.395,39.5,0.09045427471321697,0.09045427471321697,0.04181959804742223,0.04098320608647379,0.180548049043864,0.180548049043864,0.028336056995895642,0.02776933585597773,400.0,400.0,0.0,0.0,9.045427471321696,18.0548049043864
frozen_resnet18,Frozen ResNet-18,ood,spatial_distribution,Spatial distribution,200,4,600,1,4,25,0.041666666666666664,4.166666666666666,91,0.15166666666666667,15.166666666666668,163,0.27166666666666667,27.166666666666668,286,0.4766666666666667,47.66666666666667,0.06990146902409226,0.06990146902409226,0.04178712694917491,0.040951384410191416,0.21729581407426546,0.21729581407426546,0.09086698495313993,0.08904964525407713,400.0,400.0,0.0,0.0,6.990146902409227,21.729581407426547
partial_resnet18,Partial ResNet-18,id,camera_location_viewpoint,Camera viewpoint,5,12,1800,3,4,3,0.0016666666666666668,0.16666666666666669,11,0.006111111111111111,0.6111111111111112,38,0.021111111111111112,2.111111111111111,595,0.33055555555555555,33.05555555555556,0.06602608173665228,0.06602608173665228,0.026241373425832867,0.014847454731083896,0.2707580644813263,0.2707580644813263,0.1463694394230472,0.0828163065469903,400.0,400.0,0.0,0.0,6.602608173665228,27.075806448132628
partial_resnet18,Partial ResNet-18,id,camera_location_viewpoint,Camera viewpoint,20,12,1800,3,4,27,0.015,1.5,56,0.03111111111111111,3.111111111111111,130,0.07222222222222222,7.222222222222221,848,0.4711111111111111,47.11111111111111,0.06290469200069007,0.06290469200069007,0.033481446719238285,0.01894391183068613,0.25225886047290663,0.25225886047290663,0.1550027254009097,0.08770104793063405,399.8122222222222,399.81222222222226,0.5808863539703358,0.32866739497668657,6.2904692000690074,25.225886047290665
partial_resnet18,Partial ResNet-18,id,camera_location_viewpoint,Camera viewpoint,50,12,1800,3,4,8,0.0044444444444444444,0.4444444444444444,31,0.017222222222222222,1.7222222222222223,110,0.06111111111111111,6.111111111111111,1121,0.6227777777777778,62.27777777777778,0.047258205060821235,0.047258205060821235,0.018601093179429838,0.010524559231277828,0.2717364740244941,0.2717364740244941,0.1138802868014468,0.06443383795540296,400.0,400.0,0.0,0.0,4.7258205060821235,27.173647402449408
partial_resnet18,Partial ResNet-18,id,camera_location_viewpoint,Camera viewpoint,100,4,600,1,4,20,0.03333333333333333,3.3333333333333335,56,0.09333333333333334,9.333333333333334,254,0.42333333333333334,42.333333333333336,421,0.7016666666666667,70.16666666666667,0.040159056739260755,0.040159056739260755,0.03427581146621474,0.033590295236890444,0.37218837603810245,0.3721883760381024,0.3831447001432387,0.3754818061403739,399.26666666666665,399.26666666666665,1.4666666666666686,1.4373333333333351,4.015905673926076,37.21883760381024
partial_resnet18,Partial ResNet-18,id,camera_location_viewpoint,Camera viewpoint,200,4,600,1,4,150,0.25,25.0,157,0.26166666666666666,26.166666666666664,447,0.745,74.5,450,0.75,75.0,0.03200781578818957,0.03200781578818957,0.043036331525309016,0.042175604894802834,0.3443386005486051,0.3443386005486051,0.3267724837139072,0.32023703403962905,400.0,400.0,0.0,0.0,3.2007815788189573,34.43386005486051
partial_resnet18,Partial ResNet-18,id,color,Color,5,12,1800,3,4,40,0.022222222222222223,2.2222222222222223,40,0.022222222222222223,2.2222222222222223,119,0.0661111111111111,6.611111111111111,683,0.3794444444444444,37.94444444444444,0.0746351467186792,0.0746351467186792,0.06250422700039221,0.0353650956384826,0.29429499262322983,0.29429499262322983,0.21161091671946652,0.11973014733681854,400.0,400.0,0.0,0.0,7.4635146718679195,29.429499262322985
partial_resnet18,Partial ResNet-18,id,color,Color,20,12,1800,3,4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,636,0.35333333333333333,35.333333333333336,0.07798906919649906,0.07798906919649906,0.049743717686976156,0.028145157821127066,0.29248275277929175,0.29248275277929175,0.18921008465959996,0.10705568344537969,400.0,400.0,0.0,0.0,7.798906919649906,29.248275277929174
partial_resnet18,Partial ResNet-18,id,color,Color,50,12,1800,3,4,0,0.0,0.0,190,0.10555555555555556,10.555555555555555,264,0.14666666666666667,14.666666666666666,781,0.4338888888888889,43.388888888888886,0.049432374392377416,0.049432374392377416,0.023266789950919017,0.013164425692514744,0.29172408749659856,0.29172408749659856,0.1042902641097833,0.059007771816487746,400.0,400.0,0.0,0.0,4.943237439237742,29.172408749659855
partial_resnet18,Partial ResNet-18,id,color,Color,100,4,600,1,4,0,0.0,0.0,0,0.0,0.0,150,0.25,25.0,600,1.0,100.0,0.024670030198370416,0.024670030198370416,0.011744947323333426,0.011510048376866758,0.20560455578689774,0.20560455578689774,0.13367481825330832,0.13100132188824215,400.0,400.0,0.0,0.0,2.467003019837042,20.560455578689773
partial_resnet18,Partial ResNet-18,id,color,Color,200,4,600,1,4,300,0.5,50.0,300,0.5,50.0,300,0.5,50.0,300,0.5,50.0,0.048350521224783734,0.048350521224783734,0.05258732414205171,0.05153557765921067,0.3100160165441533,0.3100160165441533,0.36005693713389586,0.35285579839121795,400.0,400.0,0.0,0.0,4.835052122478373,31.001601654415328
partial_resnet18,Partial ResNet-18,id,lighting_direction_intensity,Lighting,5,12,1800,3,4,0,0.0,0.0,45,0.025,2.5,240,0.13333333333333333,13.333333333333334,355,0.19722222222222222,19.72222222222222,0.0843139987402699,0.0843139987402699,0.034348034565775655,0.019434230062631445,0.3300435820687562,0.3300435820687562,0.21705487228133125,0.12281035516173551,400.0,400.0,0.0,0.0,8.43139987402699,33.00435820687562
partial_resnet18,Partial ResNet-18,id,lighting_direction_intensity,Lighting,20,12,1800,3,4,0,0.0,0.0,34,0.01888888888888889,1.8888888888888888,173,0.0961111111111111,9.61111111111111,845,0.46944444444444444,46.94444444444444,0.06706037744362321,0.06706037744362321,0.04593448102558894,0.025989879285505342,0.31162249607654907,0.31162249607654907,0.24590396285050584,0.13913326476360457,400.0,400.0,0.0,0.0,6.706037744362321,31.162249607654907
partial_resnet18,Partial ResNet-18,id,lighting_direction_intensity,Lighting,50,12,1800,3,4,11,0.006111111111111111,0.6111111111111112,34,0.01888888888888889,1.8888888888888888,451,0.25055555555555553,25.055555555555554,1286,0.7144444444444444,71.44444444444444,0.039312762719475564,0.039312762719475564,0.024693333967133843,0.013971568952851773,0.2628890561395221,0.2628890561395221,0.060502637979653676,0.03423259003775082,400.0,400.0,0.0,0.0,3.9312762719475565,26.288905613952213
partial_resnet18,Partial ResNet-18,id,lighting_direction_intensity,Lighting,100,4,600,1,4,0,0.0,0.0,54,0.09,9.0,407,0.6783333333333333,67.83333333333333,586,0.9766666666666667,97.66666666666667,0.022760527740853527,0.022760527740853527,0.014847338736477905,0.014550391961748347,0.229736515788051,0.229736515788051,0.12299154470381865,0.12053171380974227,400.0,400.0,0.0,0.0,2.2760527740853527,22.9736515788051
partial_resnet18,Partial ResNet-18,id,lighting_direction_intensity,Lighting,200,4,600,1,4,73,0.12166666666666667,12.166666666666668,300,0.5,50.0,300,0.5,50.0,450,0.75,75.0,0.03583193561120424,0.03583193561120424,0.038382065931641875,0.03761442461300904,0.2017637163773179,0.2017637163773179,0.2200177907223371,0.21561743490789034,400.0,400.0,0.0,0.0,3.5831935611204244,20.17637163773179
partial_resnet18,Partial ResNet-18,id,spatial_distribution,Spatial distribution,5,12,1800,3,4,2,0.0011111111111111111,0.1111111111111111,15,0.008333333333333333,0.8333333333333334,76,0.042222222222222223,4.222222222222222,297,0.165,16.5,0.10669719394438693,0.10669719394438693,0.03771706164491265,0.021340436579857385,0.286811999687925,0.286811999687925,0.18947875923937474,0.10720770039951791,400.0,400.0,0.0,0.0,10.669719394438692,28.681199968792498
partial_resnet18,Partial ResNet-18,id,spatial_distribution,Spatial distribution,20,12,1800,3,4,3,0.0016666666666666668,0.16666666666666669,28,0.015555555555555555,1.5555555555555556,184,0.10222222222222223,10.222222222222223,709,0.3938888888888889,39.38888888888889,0.07561995573012004,0.07561995573012002,0.033779901165095993,0.019112778330249783,0.18249164638187115,0.18249164638187118,0.05561647859522297,0.03146798511056442,400.0,400.0,0.0,0.0,7.561995573012004,18.249164638187114
partial_resnet18,Partial ResNet-18,id,spatial_distribution,Spatial distribution,50,12,1800,3,4,47,0.026111111111111113,2.611111111111111,134,0.07444444444444444,7.444444444444444,463,0.25722222222222224,25.722222222222225,1202,0.6677777777777778,66.77777777777779,0.046841997540840466,0.04684199754084046,0.024973409183493455,0.014130036424379166,0.2151555054117408,0.2151555054117408,0.15984791287696534,0.09044247081833746,400.0,400.0,0.0,0.0,4.684199754084046,21.51555054117408
partial_resnet18,Partial ResNet-18,id,spatial_distribution,Spatial distribution,100,4,600,1,4,19,0.03166666666666667,3.166666666666667,60,0.1,10.0,179,0.29833333333333334,29.833333333333336,418,0.6966666666666667,69.66666666666667,0.04248880717806363,0.04248880717806363,0.02338214316578972,0.022914500302473925,0.21635344334024315,0.21635344334024315,0.08717253849721467,0.08542908772727037,400.0,400.0,0.0,0.0,4.248880717806363,21.635344334024314
