family,family_label,task,task_label,axis,axis_label,budget,baseline_config,diverse_config,baseline_success_at_1cm_pct,diverse_success_at_1cm_pct,gain_success_at_1cm_pct,baseline_success_at_5cm_pct,diverse_success_at_5cm_pct,gain_success_at_5cm_pct,baseline_nearest_distance_cm,diverse_nearest_distance_cm,gain_nearest_distance_cm
partial_resnet18,Partial ResNet-18,reach,Reach,spatial_distribution,Spatial distribution,20,spatial_narrow,spatial_wide,1.3333333333333335,0.8888888888888888,-0.44444444444444464,18.444444444444443,22.444444444444443,4.0,11.195176508536356,10.493922103196383,-0.7012544053399736
partial_resnet18,Partial ResNet-18,reach,Reach,spatial_distribution,Spatial distribution,50,spatial_narrow,spatial_wide,2.2222222222222223,3.3333333333333335,1.1111111111111112,21.777777777777775,50.888888888888886,29.11111111111111,9.983331494330843,5.619887083613624,-4.363444410717219
partial_resnet18,Partial ResNet-18,reach,Reach,spatial_distribution,Spatial distribution,100,spatial_narrow,spatial_wide,2.666666666666667,4.666666666666667,2.0,24.666666666666668,53.333333333333336,28.666666666666668,8.614462979448339,5.169860580082362,-3.4446023993659773
partial_resnet18,Partial ResNet-18,reach,Reach,spatial_distribution,Spatial distribution,200,spatial_narrow,spatial_wide,6.0,17.333333333333336,11.333333333333336,39.33333333333333,74.0,34.66666666666667,8.073353756840032,3.4807800723550217,-4.59257368448501
partial_resnet18,Partial ResNet-18,avoid_reach,Obstacle-aware reach,spatial_distribution,Spatial distribution,5,avoid_spatial_narrow,avoid_spatial_wide,0.2222222222222222,0.2222222222222222,0.0,10.222222222222223,12.222222222222221,1.9999999999999982,17.044588159355854,13.213032752068507,-3.831555407287347
partial_resnet18,Partial ResNet-18,avoid_reach,Obstacle-aware reach,spatial_distribution,Spatial distribution,20,avoid_spatial_narrow,avoid_spatial_wide,0.0,0.2222222222222222,0.2222222222222222,12.222222222222221,19.77777777777778,7.555555555555557,13.65886046571864,12.823894984813201,-0.8349654809054385
partial_resnet18,Partial ResNet-18,avoid_reach,Obstacle-aware reach,spatial_distribution,Spatial distribution,50,avoid_spatial_narrow,avoid_spatial_wide,1.3333333333333335,6.666666666666667,5.333333333333334,15.333333333333332,39.33333333333333,23.999999999999996,12.516579383208107,7.3427238224798606,-5.173855560728247
partial_resnet18,Partial ResNet-18,avoid_reach,Obstacle-aware reach,spatial_distribution,Spatial distribution,100,avoid_spatial_narrow,avoid_spatial_wide,0.0,2.666666666666667,2.666666666666667,13.333333333333334,48.0,34.666666666666664,12.831312866260609,8.962789112546792,-3.8685237537138164
partial_resnet18,Partial ResNet-18,avoid_reach,Obstacle-aware reach,spatial_distribution,Spatial distribution,200,avoid_spatial_narrow,avoid_spatial_wide,2.0,0.0,-2.0,25.333333333333336,0.0,-25.333333333333336,11.010085887896517,37.528150618076324,26.51806473017981
partial_resnet18,Partial ResNet-18,reach,Reach,camera_location_viewpoint,Camera viewpoint,5,camera_fixed,camera_multi_pose,1.5555555555555556,2.888888888888889,1.3333333333333333,15.555555555555555,40.22222222222222,24.666666666666664,9.158927509302481,5.807934100636178,-3.3509934086663034
partial_resnet18,Partial ResNet-18,reach,Reach,camera_location_viewpoint,Camera viewpoint,20,camera_fixed,camera_multi_pose,2.888888888888889,2.888888888888889,0.0,22.666666666666664,40.22222222222222,17.555555555555557,7.310732798857822,5.6974483504374,-1.6132844484204227
partial_resnet18,Partial ResNet-18,reach,Reach,camera_location_viewpoint,Camera viewpoint,50,camera_fixed,camera_multi_pose,2.2222222222222223,13.111111111111112,10.88888888888889,35.333333333333336,98.66666666666667,63.333333333333336,6.22598807943157,2.551394204428006,-3.674593875003564
partial_resnet18,Partial ResNet-18,reach,Reach,camera_location_viewpoint,Camera viewpoint,100,camera_fixed,camera_multi_pose,6.666666666666667,54.666666666666664,48.0,66.0,91.33333333333333,25.33333333333333,3.94042073834377,1.503493403744263,-2.436927334599507
