family,family_label,axis,axis_label,budget,metric_file_count,rollout_count,seed_count,train_config_count,success_at_0p5cm_count,success_at_0p5cm,success_at_0p5cm_pct,success_at_1cm_count,success_at_1cm,success_at_1cm_pct,success_at_2cm_count,success_at_2cm,success_at_2cm_pct,success_at_5cm_count,success_at_5cm,success_at_5cm_pct,nearest_distance_m,nearest_distance_m_file_mean,nearest_distance_m_file_std,nearest_distance_m_file_ci95,end_distance_m,end_distance_m_file_mean,end_distance_m_file_std,end_distance_m_file_ci95,mean_steps,mean_steps_file_mean,mean_steps_file_std,mean_steps_file_ci95,nearest_distance_cm,end_distance_cm
scratch_cnn,Scratch CNN,camera_location_viewpoint,Camera viewpoint,5,12,1800,3,4,43,0.02388888888888889,2.388888888888889,600,0.3333333333333333,33.33333333333333,1350,0.75,75.0,1800,1.0,100.0,0.01629525870524554,0.01629525870524554,0.009785766634356704,0.005536818700561248,0.4165548768639564,0.4165548768639564,0.1408913559929172,0.07971678906282209,400.0,400.0,0.0,0.0,1.6295258705245539,41.655487686395645
scratch_cnn,Scratch CNN,camera_location_viewpoint,Camera viewpoint,20,12,1800,3,4,13,0.007222222222222222,0.7222222222222222,1002,0.5566666666666666,55.666666666666664,1498,0.8322222222222222,83.22222222222221,1800,1.0,100.0,0.012329590040414284,0.012329590040414284,0.007719745932066384,0.004367857444114965,0.5748425346726759,0.5748425346726759,0.5079355115021221,0.2873915702107861,400.0,400.0,0.0,0.0,1.2329590040414284,57.484253467267585
scratch_cnn,Scratch CNN,camera_location_viewpoint,Camera viewpoint,50,12,1800,3,4,536,0.29777777777777775,29.777777777777775,1043,0.5794444444444444,57.94444444444444,1321,0.7338888888888889,73.38888888888889,1647,0.915,91.5,0.028600935857442285,0.02860093585744228,0.05842362018938763,0.03305627498650789,0.44329117486536335,0.44329117486536335,0.469950192898501,0.26589935296815276,387.93833333333333,387.93833333333333,40.069854874917745,22.67165466845454,2.8600935857442287,44.32911748653633
scratch_cnn,Scratch CNN,camera_location_viewpoint,Camera viewpoint,100,4,600,1,4,300,0.5,50.0,300,0.5,50.0,460,0.7666666666666667,76.66666666666667,599,0.9983333333333333,99.83333333333333,0.010955798542466559,0.010955798542466557,0.011610506048044667,0.011378295927083773,0.4092020153903771,0.4092020153903771,0.5666280105617367,0.555295450350502,342.2683333333333,342.2683333333333,115.46333333333335,113.15406666666668,1.095579854246656,40.92020153903771
scratch_cnn,Scratch CNN,camera_location_viewpoint,Camera viewpoint,200,4,600,1,4,324,0.54,54.0,370,0.6166666666666667,61.66666666666667,413,0.6883333333333334,68.83333333333333,599,0.9983333333333333,99.83333333333333,0.01101474866484447,0.01101474866484447,0.008657389753005165,0.008484241957945062,0.4969109510630369,0.49691095106303695,0.586112374253183,0.5743901267681193,400.0,400.0,0.0,0.0,1.1014748664844471,49.69109510630369
scratch_cnn,Scratch CNN,color,Color,5,12,1800,3,4,300,0.16666666666666666,16.666666666666664,600,0.3333333333333333,33.33333333333333,1200,0.6666666666666666,66.66666666666666,1800,1.0,100.0,0.016650321271865526,0.016650321271865526,0.010592630273251092,0.0059933447808939435,0.41188054574032623,0.4118805457403263,0.1350879200424503,0.07643318606075981,400.0,400.0,0.0,0.0,1.6650321271865525,41.18805457403262
scratch_cnn,Scratch CNN,color,Color,20,12,1800,3,4,150,0.08333333333333333,8.333333333333332,450,0.25,25.0,1539,0.855,85.5,1800,1.0,100.0,0.015087368065594799,0.015087368065594799,0.006416887895268204,0.0036306961146188935,0.49208198986740576,0.49208198986740576,0.37751086791680866,0.21359688118950318,400.0,400.0,0.0,0.0,1.50873680655948,49.20819898674058
scratch_cnn,Scratch CNN,color,Color,50,12,1800,3,4,488,0.27111111111111114,27.111111111111114,740,0.4111111111111111,41.11111111111111,1500,0.8333333333333334,83.33333333333334,1800,1.0,100.0,0.012060135405821105,0.012060135405821105,0.006508053950948292,0.003682278166470992,0.4802521412350082,0.4802521412350082,0.45829204756648345,0.2593031362893745,394.17333333333335,394.17333333333335,20.18416541086932,11.420266666666668,1.2060135405821106,48.02521412350082
scratch_cnn,Scratch CNN,color,Color,100,4,600,1,4,261,0.435,43.5,300,0.5,50.0,450,0.75,75.0,600,1.0,100.0,0.012144162905169651,0.012144162905169651,0.011050738704692946,0.010829723930599087,0.5242123121387946,0.5242123121387946,0.5620202065111228,0.5507798023809004,349.97333333333336,349.97333333333336,100.05333333333333,98.05226666666665,1.214416290516965,52.42123121387946
scratch_cnn,Scratch CNN,color,Color,200,4,600,1,4,188,0.31333333333333335,31.333333333333336,342,0.57,56.99999999999999,600,1.0,100.0,600,1.0,100.0,0.008336141614806062,0.008336141614806062,0.005635042328161762,0.005522341481598527,0.3592904193971966,0.3592904193971966,0.40036586353190523,0.3923585462612671,364.45166666666665,364.45166666666665,71.09666666666666,69.67473333333334,0.8336141614806062,35.92904193971966
scratch_cnn,Scratch CNN,lighting_direction_intensity,Lighting,5,12,1800,3,4,0,0.0,0.0,326,0.1811111111111111,18.11111111111111,1050,0.5833333333333334,58.333333333333336,1800,1.0,100.0,0.019238024684600532,0.019238024684600532,0.009371816524132942,0.005302604377143858,0.3796052115741703,0.3796052115741703,0.1907341949263394,0.10791803000870083,400.0,400.0,0.0,0.0,1.9238024684600532,37.960521157417034
scratch_cnn,Scratch CNN,lighting_direction_intensity,Lighting,20,12,1800,3,4,176,0.09777777777777778,9.777777777777779,388,0.21555555555555556,21.555555555555557,968,0.5377777777777778,53.77777777777778,1706,0.9477777777777778,94.77777777777779,0.023625190786292983,0.023625190786292983,0.014083375116430529,0.00796841960627825,0.4280431772665017,0.4280431772665017,0.35025224954556533,0.19817386594821604,400.0,400.0,0.0,0.0,2.3625190786292984,42.80431772665017
scratch_cnn,Scratch CNN,lighting_direction_intensity,Lighting,50,12,1800,3,4,124,0.06888888888888889,6.888888888888889,370,0.20555555555555555,20.555555555555554,887,0.49277777777777776,49.27777777777778,1641,0.9116666666666666,91.16666666666666,0.028920715724945895,0.028920715724945895,0.019520365638214462,0.01104468658878498,0.4177442450366086,0.4177442450366086,0.3498653390148507,0.19795495070713684,400.0,400.0,0.0,0.0,2.8920715724945896,41.77442450366086
scratch_cnn,Scratch CNN,lighting_direction_intensity,Lighting,100,4,600,1,4,0,0.0,0.0,96,0.16,16.0,362,0.6033333333333334,60.333333333333336,439,0.7316666666666667,73.16666666666667,0.04433739072488,0.04433739072488,0.03661064945101085,0.03587843646199063,0.4630201352387667,0.4630201352387667,0.315035643051973,0.30873493019093357,400.0,400.0,0.0,0.0,4.433739072488,46.30201352387667
scratch_cnn,Scratch CNN,lighting_direction_intensity,Lighting,200,4,600,1,4,178,0.2966666666666667,29.666666666666668,300,0.5,50.0,377,0.6283333333333333,62.83333333333333,600,1.0,100.0,0.012728257019383212,0.012728257019383212,0.010475330887878014,0.010265824270120454,0.41817673289527496,0.41817673289527496,0.4250122159080448,0.4165119715898839,400.0,400.0,0.0,0.0,1.2728257019383211,41.8176732895275
scratch_cnn,Scratch CNN,spatial_distribution,Spatial distribution,5,12,1800,3,4,3,0.0016666666666666668,0.16666666666666669,30,0.016666666666666666,1.6666666666666667,92,0.051111111111111114,5.111111111111112,315,0.175,17.5,0.12959175009849586,0.12959175009849586,0.010340387785279553,0.005850625157929143,0.371408092883519,0.371408092883519,0.1162423002587563,0.06577027287870198,400.0,400.0,0.0,0.0,12.959175009849586,37.1408092883519
scratch_cnn,Scratch CNN,spatial_distribution,Spatial distribution,20,12,1800,3,4,7,0.0038888888888888888,0.3888888888888889,41,0.02277777777777778,2.2777777777777777,169,0.09388888888888888,9.388888888888888,452,0.2511111111111111,25.11111111111111,0.11645428336522956,0.11645428336522956,0.021098266618175085,0.011937468113209124,0.3593826176203503,0.3593826176203503,0.12430104869356234,0.07032993904530538,399.7138888888889,399.7138888888889,0.671831257874505,0.38012431843217337,11.645428336522956,35.938261762035026
scratch_cnn,Scratch CNN,spatial_distribution,Spatial distribution,50,12,1800,3,4,13,0.007222222222222222,0.7222222222222222,52,0.028888888888888888,2.888888888888889,228,0.12666666666666668,12.666666666666668,565,0.3138888888888889,31.38888888888889,0.10783048354367364,0.10783048354367364,0.031015036444144765,0.017548408847153973,0.27545358245726675,0.27545358245726675,0.1044631065912986,0.0591055666566534,400.0,400.0,0.0,0.0,10.783048354367363,27.545358245726675
scratch_cnn,Scratch CNN,spatial_distribution,Spatial distribution,100,4,600,1,4,19,0.03166666666666667,3.166666666666667,60,0.1,10.0,144,0.24,24.0,229,0.38166666666666665,38.166666666666664,0.09634913327832086,0.09634913327832086,0.030094412656238738,0.02949252440311396,0.2420936304718877,0.2420936304718877,0.12144173489344096,0.11901290019557213,399.57166666666666,399.57166666666666,0.856666666666655,0.8395333333333219,9.634913327832086,24.20936304718877
scratch_cnn,Scratch CNN,spatial_distribution,Spatial distribution,200,4,600,1,4,10,0.016666666666666666,1.6666666666666667,31,0.051666666666666666,5.166666666666667,138,0.23,23.0,279,0.465,46.5,0.08905588081106544,0.08905588081106544,0.03650904340267353,0.03577886253462006,0.21764211900144195,0.21764211900144195,0.046001478463952944,0.04508144889467389,400.0,400.0,0.0,0.0,8.905588081106544,21.764211900144197
