metrics_path,split,train_config,task,axis,variant,budget,seed,eval_config,rollout_count,success_rate_at_0p5cm,success_rate_at_1cm,success_rate_at_2cm,success_rate_at_5cm,mean_best_distance,mean_final_distance,mean_steps,mean_success_steps
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_wide__budget050__seed000__eval_spatial_wide.json,id,spatial_wide,reach,spatial_distribution,wide_train,50,0,spatial_wide,150,0.02666666666666667,0.08,0.25333333333333335,0.42,0.06599263455718755,0.18034275074799855,400.0,104.41269841269842
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_camera_fixed__budget020__seed001__eval_avoid_camera_fixed.json,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,20,1,avoid_camera_fixed,150,0.0,0.0,0.0,1.0,0.028839683160185814,1.1571484804153442,400.0,159.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_diverse__budget005__seed001__eval_lighting_diverse.json,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,1,lighting_diverse,150,0.0,0.0,1.0,1.0,0.01493311632424593,0.23179357486466567,400.0,81.09333333333333
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_wide__budget020__seed001__eval_spatial_wide.json,id,spatial_wide,reach,spatial_distribution,wide_train,20,1,spatial_wide,150,0.03333333333333333,0.08666666666666667,0.20666666666666667,0.5533333333333333,0.06660601797824105,0.19698633309453725,400.0,103.72289156626506
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_diverse__budget050__seed002__eval_lighting_diverse.json,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,2,lighting_diverse,150,0.0,1.0,1.0,1.0,0.007393909351279338,0.05372924512873093,400.0,79.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__camera_fixed__budget005__seed000__eval_camera_fixed.json,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,5,0,camera_fixed,150,0.0,0.0,0.0,1.0,0.026786908507347107,0.26927095651626587,400.0,85.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_narrow__budget005__seed002__eval_spatial_narrow.json,id,spatial_narrow,reach,spatial_distribution,narrow_train,5,2,spatial_narrow,150,0.0,0.0,0.07333333333333333,0.5533333333333333,0.04850936019793153,0.2476387486855189,400.0,89.72289156626506
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_lighting_fixed__budget020__seed000__eval_avoid_lighting_fixed.json,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,20,0,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.027389785274863243,1.0984948873519897,400.0,119.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_multi__budget020__seed001__eval_avoid_color_multi.json,id,avoid_color_multi,avoid_reach,color,diverse_train,20,1,avoid_color_multi,150,0.0,0.0,1.0,1.0,0.012249544064203899,0.620456463098526,400.0,147.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_wide__budget005__seed002__eval_avoid_spatial_wide.json,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,5,2,avoid_spatial_wide,150,0.0,0.0,0.03333333333333333,0.38,0.08140177960197131,0.1892041543374459,400.0,167.42105263157896
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_wide__budget020__seed002__eval_spatial_wide.json,id,spatial_wide,reach,spatial_distribution,wide_train,20,2,spatial_wide,150,0.02,0.06,0.3333333333333333,0.49333333333333335,0.06404872198201095,0.19406019980708758,400.0,113.35135135135135
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_camera_multi_pose__budget020__seed002__eval_avoid_camera_multi_pose.json,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,20,2,avoid_camera_multi_pose,150,0.0,0.0,1.0,1.0,0.01740645950039228,1.0637386155128479,400.0,142.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_multi__budget005__seed000__eval_avoid_color_multi.json,id,avoid_color_multi,avoid_reach,color,diverse_train,5,0,avoid_color_multi,150,0.0,1.0,1.0,1.0,0.007954545076936484,0.5340309536457062,400.0,144.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_lighting_diverse__budget005__seed002__eval_avoid_lighting_diverse.json,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,5,2,avoid_lighting_diverse,150,0.0,0.0,0.0,1.0,0.027014992920060953,0.5786908992131551,400.0,117.44666666666667
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_red_only__budget020__seed002__eval_avoid_color_red_only.json,id,avoid_color_red_only,avoid_reach,color,fixed_train,20,2,avoid_color_red_only,150,0.0,0.0,1.0,1.0,0.015039774589240551,1.0772631168365479,400.0,157.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_narrow__budget020__seed000__eval_avoid_spatial_narrow.json,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,20,0,avoid_spatial_narrow,150,0.0,0.0,0.0,0.38666666666666666,0.07088721252977848,0.2871422756711642,400.0,128.94827586206895
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_wide__budget020__seed002__eval_avoid_spatial_wide.json,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,20,2,avoid_spatial_wide,150,0.0,0.02666666666666667,0.14,0.4866666666666667,0.06420235001482069,0.5283659771084785,400.0,153.6027397260274
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_fixed__budget050__seed002__eval_lighting_fixed.json,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,50,2,lighting_fixed,150,0.0,1.0,1.0,1.0,0.007178441621363163,0.1334300935268402,400.0,79.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__color_red_only__budget050__seed002__eval_color_red_only.json,id,color_red_only,reach,color,fixed_train,50,2,color_red_only,150,0.0,1.0,1.0,1.0,0.006046975497156382,0.011065185070037842,400.0,80.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__color_multi__budget005__seed001__eval_color_multi.json,id,color_multi,reach,color,diverse_train,5,1,color_multi,150,0.0,1.0,1.0,1.0,0.00752389763481915,0.3385919723908106,400.0,77.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_lighting_diverse__budget020__seed001__eval_avoid_lighting_diverse.json,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,20,1,avoid_lighting_diverse,150,0.0,0.0,0.0,1.0,0.024525697467227776,0.9572922233740488,400.0,119.98
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__camera_fixed__budget020__seed002__eval_camera_fixed.json,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,20,2,camera_fixed,150,0.0,0.0,1.0,1.0,0.010054309852421284,0.02297358214855194,400.0,79.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_narrow__budget020__seed002__eval_spatial_narrow.json,id,spatial_narrow,reach,spatial_distribution,narrow_train,20,2,spatial_narrow,150,0.0,0.013333333333333334,0.5133333333333333,0.6533333333333333,0.03924393446184695,0.11568288044383128,400.0,106.0204081632653
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_diverse__budget005__seed000__eval_lighting_diverse.json,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,0,lighting_diverse,150,0.0,0.0,0.0,1.0,0.022639748168488343,0.27264286736647286,400.0,84.57333333333334
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_camera_fixed__budget020__seed000__eval_avoid_camera_fixed.json,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,20,0,avoid_camera_fixed,150,0.0,1.0,1.0,1.0,0.005254202056676149,0.7800842523574829,400.0,177.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_multi__budget050__seed000__eval_avoid_color_multi.json,id,avoid_color_multi,avoid_reach,color,diverse_train,50,0,avoid_color_multi,150,0.0,0.0,1.0,1.0,0.014779941644519567,0.9100397475560507,400.0,150.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__color_multi__budget005__seed002__eval_color_multi.json,id,color_multi,reach,color,diverse_train,5,2,color_multi,150,0.0,0.0,1.0,1.0,0.01966935854405165,0.26104780654112497,400.0,81.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_lighting_diverse__budget005__seed000__eval_avoid_lighting_diverse.json,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,5,0,avoid_lighting_diverse,150,0.0,0.0,1.0,1.0,0.010480377885202567,0.567603219350179,400.0,142.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_camera_fixed__budget050__seed001__eval_avoid_camera_fixed.json,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,50,1,avoid_camera_fixed,150,0.0,0.0,1.0,1.0,0.012871206738054752,0.7170063257217407,400.0,148.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_fixed__budget005__seed001__eval_lighting_fixed.json,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,1,lighting_fixed,150,0.0,0.0,1.0,1.0,0.014219888485968113,0.024500032886862755,400.0,82.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_multi__budget020__seed002__eval_avoid_color_multi.json,id,avoid_color_multi,avoid_reach,color,diverse_train,20,2,avoid_color_multi,150,0.0,0.0,1.0,1.0,0.019577131755650044,0.9055783263842265,400.0,129.26
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_camera_fixed__budget005__seed000__eval_avoid_camera_fixed.json,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,5,0,avoid_camera_fixed,150,0.0,1.0,1.0,1.0,0.00756295770406723,0.5466386079788208,400.0,144.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_red_only__budget050__seed002__eval_avoid_color_red_only.json,id,avoid_color_red_only,avoid_reach,color,fixed_train,50,2,avoid_color_red_only,150,0.0,0.0,0.0,1.0,0.02029736340045929,0.9616236090660095,400.0,149.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_narrow__budget005__seed000__eval_avoid_spatial_narrow.json,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,5,0,avoid_spatial_narrow,150,0.02666666666666667,0.06666666666666667,0.13333333333333333,0.32,0.07905696416079687,0.4984186975607493,398.16,116.875
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_red_only__budget005__seed002__eval_avoid_color_red_only.json,id,avoid_color_red_only,avoid_reach,color,fixed_train,5,2,avoid_color_red_only,150,0.0,0.0,0.0,1.0,0.035033825784921646,0.5299871563911438,400.0,142.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_narrow__budget005__seed000__eval_spatial_narrow.json,id,spatial_narrow,reach,spatial_distribution,narrow_train,5,0,spatial_narrow,150,0.02,0.06,0.22,0.5466666666666666,0.043575838385149834,0.2697682312130928,400.0,89.6951219512195
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__color_red_only__budget005__seed001__eval_color_red_only.json,id,color_red_only,reach,color,fixed_train,5,1,color_red_only,150,1.0,1.0,1.0,1.0,0.00402351887896657,0.32107388973236084,400.0,76.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_narrow__budget050__seed000__eval_avoid_spatial_narrow.json,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,0,avoid_spatial_narrow,150,0.0,0.0,0.03333333333333333,0.7,0.04648464418947697,0.24131274660428365,400.0,157.34285714285716
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_diverse__budget020__seed000__eval_lighting_diverse.json,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,0,lighting_diverse,150,0.0,1.0,1.0,1.0,0.00887015093738834,0.1618152036269506,400.0,79.42
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_lighting_fixed__budget020__seed002__eval_avoid_lighting_fixed.json,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,20,2,avoid_lighting_fixed,150,0.0,0.0,1.0,1.0,0.017439192160964012,0.5874841809272766,400.0,141.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_multi__budget050__seed001__eval_avoid_color_multi.json,id,avoid_color_multi,avoid_reach,color,diverse_train,50,1,avoid_color_multi,150,0.0,0.0,1.0,1.0,0.016019136669735114,1.0270438798268635,400.0,124.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__camera_fixed__budget005__seed001__eval_camera_fixed.json,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,5,1,camera_fixed,150,0.0,1.0,1.0,1.0,0.005293755792081356,0.3169441223144531,400.0,76.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_wide__budget020__seed000__eval_spatial_wide.json,id,spatial_wide,reach,spatial_distribution,wide_train,20,0,spatial_wide,150,0.013333333333333334,0.04,0.18,0.3466666666666667,0.10307806921812396,0.26081894282251594,400.0,96.28846153846153
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__color_red_only__budget005__seed000__eval_color_red_only.json,id,color_red_only,reach,color,fixed_train,5,0,color_red_only,150,0.0,0.0,1.0,1.0,0.010178153403103352,0.26941579580307007,400.0,78.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_narrow__budget005__seed001__eval_spatial_narrow.json,id,spatial_narrow,reach,spatial_distribution,narrow_train,5,1,spatial_narrow,150,0.006666666666666667,0.06666666666666667,0.26,0.56,0.05446849151980132,0.1589663542310397,400.0,110.27380952380952
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_fixed__budget005__seed000__eval_lighting_fixed.json,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,0,lighting_fixed,150,0.0,0.0,1.0,1.0,0.015287925489246845,0.26657435297966003,400.0,84.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_narrow__budget020__seed001__eval_avoid_spatial_narrow.json,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,20,1,avoid_spatial_narrow,150,0.0,0.0,0.02,0.4866666666666667,0.05855808941026529,0.26722779820362724,400.0,124.56164383561644
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_wide__budget050__seed001__eval_spatial_wide.json,id,spatial_wide,reach,spatial_distribution,wide_train,50,1,spatial_wide,150,0.02666666666666667,0.09333333333333334,0.43333333333333335,0.7933333333333333,0.0338127426779829,0.06532507132117947,400.0,98.49579831932773
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_multi__budget005__seed002__eval_avoid_color_multi.json,id,avoid_color_multi,avoid_reach,color,diverse_train,5,2,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.0318954377869765,0.5301321534315745,400.0,144.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_camera_fixed__budget050__seed002__eval_avoid_camera_fixed.json,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,50,2,avoid_camera_fixed,150,0.0,0.0,1.0,1.0,0.019981026649475098,0.9963139891624451,400.0,139.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__color_red_only__budget020__seed002__eval_color_red_only.json,id,color_red_only,reach,color,fixed_train,20,2,color_red_only,150,0.0,0.0,1.0,1.0,0.010257340036332607,0.022915389388799667,400.0,78.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_camera_multi_pose__budget050__seed000__eval_avoid_camera_multi_pose.json,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,50,0,avoid_camera_multi_pose,150,0.0,0.0,0.0,0.0,0.21120439738035202,0.5118915975093842,400.0,
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_camera_multi_pose__budget020__seed001__eval_avoid_camera_multi_pose.json,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,20,1,avoid_camera_multi_pose,150,0.0,0.0,0.0,1.0,0.02459708705544472,1.1209007636706034,400.0,147.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_diverse__budget050__seed000__eval_lighting_diverse.json,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,0,lighting_diverse,150,1.0,1.0,1.0,1.0,0.003139804328481356,0.12812285095453263,400.0,78.58
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__color_multi__budget020__seed001__eval_color_multi.json,id,color_multi,reach,color,diverse_train,20,1,color_multi,150,0.0,0.7933333333333333,1.0,1.0,0.009571887937684855,0.27360215385754905,400.0,75.79333333333334
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_fixed__budget020__seed002__eval_lighting_fixed.json,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,2,lighting_fixed,150,0.0,0.0,1.0,1.0,0.016255998983979225,0.2466086894273758,400.0,78.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__color_multi__budget050__seed000__eval_color_multi.json,id,color_multi,reach,color,diverse_train,50,0,color_multi,150,1.0,1.0,1.0,1.0,0.0017310482892207801,0.02125146210193634,400.0,79.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_narrow__budget050__seed001__eval_avoid_spatial_narrow.json,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,1,avoid_spatial_narrow,150,0.04,0.06666666666666667,0.13333333333333333,0.36,0.06529370238694052,0.2065252361446619,400.0,156.90740740740742
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_narrow__budget050__seed002__eval_spatial_narrow.json,id,spatial_narrow,reach,spatial_distribution,narrow_train,50,2,spatial_narrow,150,0.05333333333333334,0.15333333333333332,0.36666666666666664,0.6,0.042588735154519476,0.21082882492492597,400.0,88.63333333333334
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_wide__budget005__seed001__eval_avoid_spatial_wide.json,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,5,1,avoid_spatial_wide,150,0.0,0.07333333333333333,0.20666666666666667,0.43333333333333335,0.079526377239575,0.296215698402375,400.0,195.44615384615383
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__camera_fixed__budget050__seed001__eval_camera_fixed.json,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,50,1,camera_fixed,150,1.0,1.0,1.0,1.0,0.004048858303576708,0.02429162710905075,400.0,78.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_narrow__budget005__seed001__eval_avoid_spatial_narrow.json,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,5,1,avoid_spatial_narrow,150,0.0,0.0,0.12666666666666668,0.66,0.045248211001356446,0.464232989748319,400.0,155.03030303030303
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_lighting_diverse__budget050__seed001__eval_avoid_lighting_diverse.json,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,50,1,avoid_lighting_diverse,150,0.0,0.0,0.38,1.0,0.020028906725347042,0.9090272343158722,400.0,147.74
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_wide__budget005__seed001__eval_spatial_wide.json,id,spatial_wide,reach,spatial_distribution,wide_train,5,1,spatial_wide,150,0.0,0.0,0.07333333333333333,0.20666666666666667,0.09818805021544298,0.3240450860808293,400.0,137.48387096774192
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_lighting_fixed__budget050__seed002__eval_avoid_lighting_fixed.json,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,50,2,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.02166060358285904,0.565626859664917,400.0,130.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_camera_multi_pose__budget005__seed000__eval_avoid_camera_multi_pose.json,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,5,0,avoid_camera_multi_pose,150,0.0,0.0,1.0,1.0,0.012661476352562507,0.5809062345822652,400.0,144.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_multi__budget020__seed000__eval_avoid_color_multi.json,id,avoid_color_multi,avoid_reach,color,diverse_train,20,0,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.02476711937536796,1.0802337630589802,400.0,127.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_lighting_fixed__budget005__seed002__eval_avoid_lighting_fixed.json,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,5,2,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.03051367588341236,0.573956310749054,400.0,141.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__camera_fixed__budget020__seed000__eval_camera_fixed.json,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,20,0,camera_fixed,150,0.0,1.0,1.0,1.0,0.00717098917812109,0.03005707636475563,400.0,79.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__color_multi__budget020__seed002__eval_color_multi.json,id,color_multi,reach,color,diverse_train,20,2,color_multi,150,0.0,0.0,0.7133333333333334,1.0,0.019607047475874426,0.20782056828339895,400.0,80.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_wide__budget020__seed001__eval_avoid_spatial_wide.json,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,20,1,avoid_spatial_wide,150,0.0,0.0,0.19333333333333333,0.52,0.0733280060129861,0.5361088692893584,400.0,137.5897435897436
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_wide__budget050__seed000__eval_avoid_spatial_wide.json,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,50,0,avoid_spatial_wide,150,0.0,0.013333333333333334,0.11333333333333333,0.43333333333333335,0.06902389471729596,0.23978357528646788,400.0,193.96923076923076
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_multi__budget050__seed002__eval_avoid_color_multi.json,id,avoid_color_multi,avoid_reach,color,diverse_train,50,2,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.021108112844328085,0.9687777892748515,400.0,148.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_multi__budget005__seed001__eval_avoid_color_multi.json,id,avoid_color_multi,avoid_reach,color,diverse_train,5,1,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.026247427041331928,0.5444153424104055,400.0,145.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_camera_fixed__budget005__seed002__eval_avoid_camera_fixed.json,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,5,2,avoid_camera_fixed,150,0.0,0.0,1.0,1.0,0.011600092053413391,0.5194397568702698,400.0,147.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_red_only__budget005__seed000__eval_avoid_color_red_only.json,id,avoid_color_red_only,avoid_reach,color,fixed_train,5,0,avoid_color_red_only,150,0.0,0.0,0.0,1.0,0.020510952919721603,0.5754693746566772,400.0,141.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_narrow__budget050__seed002__eval_avoid_spatial_narrow.json,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,2,avoid_spatial_narrow,150,0.0,0.0,0.006666666666666667,0.26666666666666666,0.1268300617982944,0.60635735993584,400.0,128.55
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_color_red_only__budget050__seed000__eval_avoid_color_red_only.json,id,avoid_color_red_only,avoid_reach,color,fixed_train,50,0,avoid_color_red_only,150,0.0,0.0,1.0,1.0,0.018377140164375305,1.0004388093948364,400.0,147.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__color_red_only__budget005__seed002__eval_color_red_only.json,id,color_red_only,reach,color,fixed_train,5,2,color_red_only,150,0.0,0.0,1.0,1.0,0.013162764720618725,0.27907052636146545,400.0,77.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_spatial_narrow__budget005__seed002__eval_avoid_spatial_narrow.json,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,5,2,avoid_spatial_narrow,150,0.0,0.0,0.0,0.25333333333333335,0.08492179699242115,0.4997740411758423,400.0,131.68421052631578
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_diverse__budget005__seed002__eval_lighting_diverse.json,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,2,lighting_diverse,150,0.0,0.0,1.0,1.0,0.015249352362006903,0.24205786873896917,400.0,76.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_lighting_fixed__budget050__seed001__eval_avoid_lighting_fixed.json,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,50,1,avoid_lighting_fixed,150,0.0,0.0,1.0,1.0,0.01802288182079792,0.6973263621330261,400.0,146.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_diverse__budget050__seed001__eval_lighting_diverse.json,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,1,lighting_diverse,150,1.0,1.0,1.0,1.0,0.004598411507904529,0.022399115053315957,400.0,79.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_fixed__budget005__seed002__eval_lighting_fixed.json,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,2,lighting_fixed,150,0.0,0.0,1.0,1.0,0.019771553575992584,0.254643052816391,400.0,78.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_lighting_fixed__budget005__seed001__eval_avoid_lighting_fixed.json,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,5,1,avoid_lighting_fixed,150,0.0,0.0,1.0,1.0,0.01144456584006548,0.541395902633667,400.0,149.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__color_red_only__budget020__seed000__eval_color_red_only.json,id,color_red_only,reach,color,fixed_train,20,0,color_red_only,150,0.0,1.0,1.0,1.0,0.007083665579557419,0.032532673329114914,400.0,80.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__spatial_narrow__budget020__seed001__eval_spatial_narrow.json,id,spatial_narrow,reach,spatial_distribution,narrow_train,20,1,spatial_narrow,150,0.02,0.05333333333333334,0.32,0.74,0.03668454807406912,0.13466917956868807,400.0,126.70270270270271
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__lighting_diverse__budget020__seed001__eval_lighting_diverse.json,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,1,lighting_diverse,150,0.0,0.86,1.0,1.0,0.009642491328219573,0.03714057371020317,400.0,79.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__camera_fixed__budget050__seed002__eval_camera_fixed.json,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,50,2,camera_fixed,150,0.0,1.0,1.0,1.0,0.006905296817421913,0.028007561340928078,400.0,78.0
results/bc_128px_v1/metrics/id/metrics__scratch_bc_128__avoid_lighting_diverse__budget050__seed002__eval_avoid_lighting_diverse.json,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,50,2,avoid_lighting_diverse,150,0.0,0.0,0.0,1.0,0.021158136278390884,0.7202763032913208,400.0,150.26666666666668
