split,budget,axis,task,train_config,variant,eval_config,n_models,rollouts_total,success_rate_at_0p5cm_mean,success_rate_at_0p5cm_std,success_rate_at_0p5cm_ci95,success_rate_at_1cm_mean,success_rate_at_1cm_std,success_rate_at_1cm_ci95,success_rate_at_2cm_mean,success_rate_at_2cm_std,success_rate_at_2cm_ci95,success_rate_at_5cm_mean,success_rate_at_5cm_std,success_rate_at_5cm_ci95,mean_best_distance_mean,mean_best_distance_std,mean_best_distance_ci95,mean_final_distance_mean,mean_final_distance_std,mean_final_distance_ci95,mean_steps_mean,mean_steps_std,mean_steps_ci95,mean_success_steps_mean,mean_success_steps_std,mean_success_steps_ci95
id,50,lighting_direction_intensity,avoid_reach,avoid_lighting_diverse,diverse_train,avoid_lighting_diverse,3,450,0.0,0.0,0.0,0.0,0.0,0.0,0.12666666666666668,0.2193931022920578,0.2482666666666667,1.0,0.0,0.0,0.020622159884207777,0.0005667894818147665,0.0006413826774032237,0.8494519845644634,0.11198166609614,0.1267191843272221,400.0,0.0,0.0,148.31111111111113,1.7417020198432145,1.970921374809006
id,50,lighting_direction_intensity,avoid_reach,avoid_lighting_fixed,fixed_train,avoid_lighting_fixed,3,450,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,0.6533333333333333,1.0,0.0,0.0,0.020061619579792023,0.0018583036428238113,0.0021028685325039636,0.7606944044431051,0.23329788735183565,0.2640014122053485,400.0,0.0,0.0,141.33333333333334,9.865765724632494,11.164164893881573
id,50,lighting_direction_intensity,reach,lighting_diverse,diverse_train,lighting_diverse,3,450,0.6666666666666666,0.5773502691896257,0.6533333333333333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.005044041729221741,0.0021617798469923282,0.0024462841861158683,0.0680837370455265,0.05430391939694192,0.06145066966447728,400.0,0.0,0.0,78.86,0.2424871130596438,0.2744000000000011
id,50,lighting_direction_intensity,reach,lighting_fixed,fixed_train,lighting_fixed,3,450,0.6666666666666666,0.5773502691896257,0.6533333333333333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0038838571636006236,0.003028886934708937,0.003427508226714325,0.06420695719619592,0.06037626845371426,0.0683221794950574,400.0,0.0,0.0,78.66666666666667,0.5773502691896257,0.6533333333333333
id,50,spatial_distribution,avoid_reach,avoid_spatial_narrow,narrow_train,avoid_spatial_narrow,3,450,0.013333333333333334,0.023094010767585032,0.02613333333333334,0.022222222222222223,0.03849001794597505,0.043555555555555556,0.05777777777777778,0.06677768533918542,0.07556606462862012,0.44222222222222224,0.2280675663368529,0.2580827468032895,0.07953613612490396,0.042023585303600966,0.04755416344320055,0.35139844756159516,0.22148493847277279,0.25063380214345804,400.0,0.0,0.0,147.60008818342155,16.499296923357914,18.670712099474905
id,50,spatial_distribution,avoid_reach,avoid_spatial_wide,wide_train,avoid_spatial_wide,3,450,0.0,0.0,0.0,0.017777777777777778,0.013877773329774218,0.0157041788886876,0.1822222222222222,0.0619438216211838,0.07009603289174428,0.46444444444444444,0.06577177149754998,0.07442776595921052,0.064917882124169,0.004472524101043603,0.0050611374676414415,0.2845739962781469,0.060799570622787846,0.06880119099273324,400.0,0.0,0.0,160.05617510061953,29.47413922741019,33.353128345472456
id,50,spatial_distribution,reach,spatial_narrow,narrow_train,spatial_narrow,3,450,0.031111111111111114,0.02341256389522831,0.02649381013196558,0.19111111111111112,0.12116716337969409,0.1371135530126511,0.6333333333333333,0.32829526005987014,0.37150105926771865,0.7844444444444445,0.20180665481080134,0.22836572789937712,0.02860209616340904,0.016288086974173964,0.018431705542281816,0.10459311105543749,0.09589361986499037,0.10851384619553489,399.43777777777774,0.9737974540331692,1.101955555555556,98.3789970501475,25.37019627952412,28.70907971669871
id,50,spatial_distribution,reach,spatial_wide,wide_train,spatial_wide,3,450,0.017777777777777778,0.015396007178390021,0.017422222222222224,0.07111111111111111,0.02775554665954844,0.0314083577773752,0.2866666666666667,0.13316656236958785,0.15069215123703172,0.5733333333333334,0.1953913451967046,0.22110612166341537,0.0522092446583944,0.0165785090598493,0.01876034907019462,0.1377186868774394,0.06302329966653872,0.07131757729428138,400.0,0.0,0.0,100.48704277032452,3.399836271311656,3.8472769174271786
ood,5,camera_location_viewpoint,avoid_reach,avoid_camera_fixed,fixed_train,avoid_camera_extreme_ood_eval,3,450,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,0.6533333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.012674426066999636,0.005715950529107316,0.006468206930243198,0.5375642861260308,0.01563918210442112,0.017697400555870497,400.0,0.0,0.0,145.61555555555557,1.4617544000022449,1.6541308208076153
ood,5,camera_location_viewpoint,avoid_reach,avoid_camera_multi_pose,diverse_train,avoid_camera_extreme_ood_eval,3,450,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5773502691896257,0.6533333333333333,1.0,0.0,0.0,0.022410957842237417,0.012316538317603369,0.013937475157779185,0.5592134585645464,0.03700824783658255,0.04187877482734714,400.0,0.0,0.0,143.32444444444445,1.1470800288526473,1.2980432483426345
ood,5,camera_location_viewpoint,reach,camera_fixed,fixed_train,camera_extreme_ood_eval,3,450,0.09555555555555556,0.16550707716769272,0.18728888888888892,0.3333333333333333,0.5773502691896257,0.6533333333333333,0.6666666666666666,0.5773502691896257,0.6533333333333333,1.0,0.0,0.0,0.01472162239977883,0.010817964866588828,0.012241679658505589,0.28735029227203795,0.02387631562507124,0.027018594616647042,400.0,0.0,0.0,79.06444444444445,5.149681040104798,5.827412680100626
ood,5,camera_location_viewpoint,reach,camera_multi_pose,diverse_train,camera_extreme_ood_eval,3,450,0.0,0.0,0.0,0.6666666666666666,0.5773502691896257,0.6533333333333333,0.6666666666666666,0.5773502691896257,0.6533333333333333,1.0,0.0,0.0,0.015374028511966268,0.012022203839463928,0.01360440434101542,0.2820914704932107,0.04836646150957257,0.05473180356171074,400.0,0.0,0.0,79.66666666666667,4.041451884327381,4.573333333333334
