budget,axis,task,train_config,variant,id_success_rate_at_1cm,ood_success_rate_at_1cm,id_minus_ood_success_rate_at_1cm,id_success_rate_at_2cm,ood_success_rate_at_2cm,id_minus_ood_success_rate_at_2cm,id_success_rate_at_5cm,ood_success_rate_at_5cm,id_minus_ood_success_rate_at_5cm,id_mean_best_distance,ood_mean_best_distance,id_minus_ood_mean_best_distance,id_mean_final_distance,ood_mean_final_distance,id_minus_ood_mean_final_distance
50,camera_location_viewpoint,avoid_reach,avoid_camera_multi_pose,diverse_train,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.08528212074190378,0.08528800978842709,-5.889046523308017e-06,0.8715126399199168,0.8715219622188144,-9.322298897607162e-06
50,color,avoid_reach,avoid_color_multi,diverse_train,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.01730239705286092,0.017004131401578585,0.00029826565128233604,0.9686204722192553,0.9509110539489322,0.01770941827032313
50,color,avoid_reach,avoid_color_red_only,fixed_train,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0181140440205733,0.01729650461425384,0.0008175394063194598,0.8727632164955139,0.8688250054253471,0.003938211070166786
50,lighting_direction_intensity,avoid_reach,avoid_lighting_diverse,diverse_train,0.0,0.0,0.0,0.12666666666666668,0.31777777777777777,-0.1911111111111111,1.0,1.0,0.0,0.020622159884207777,0.02072404507961538,-0.00010188519540760277,0.8494519845644634,0.830135914352205,0.01931607021225834
50,lighting_direction_intensity,avoid_reach,avoid_lighting_fixed,fixed_train,0.0,0.0,0.0,0.3333333333333333,0.43555555555555553,-0.10222222222222221,1.0,0.9311111111111111,0.06888888888888889,0.020061619579792023,0.03447598081909948,-0.014414361239307456,0.7606944044431051,0.6395785791344113,0.1211158253086938
50,spatial_distribution,avoid_reach,avoid_spatial_narrow,narrow_train,0.022222222222222223,0.006666666666666667,0.015555555555555555,0.05777777777777778,0.02666666666666667,0.031111111111111114,0.44222222222222224,0.18666666666666668,0.25555555555555554,0.07953613612490396,0.128993385978457,-0.04945724985355304,0.35139844756159516,0.33153670678329134,0.019861740778303827
50,spatial_distribution,avoid_reach,avoid_spatial_wide,wide_train,0.017777777777777778,0.015555555555555557,0.002222222222222221,0.1822222222222222,0.10222222222222221,0.07999999999999999,0.46444444444444444,0.3244444444444445,0.13999999999999996,0.064917882124169,0.09606523572570747,-0.03114735360153846,0.2845739962781469,0.33434276791910333,-0.049768771640956444
50,camera_location_viewpoint,reach,camera_fixed,fixed_train,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.004066273725281159,0.0037812841884765983,0.0002849895368045611,0.025055749341845512,0.020944275796969627,0.004111473544875885
50,camera_location_viewpoint,reach,camera_multi_pose,diverse_train,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.00527160129406386,0.005208286184093191,6.331510997066928e-05,0.02176578328427341,0.021763067291014723,2.7159932586874602e-06
50,color,reach,color_multi,diverse_train,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.003337845698568142,0.0036264683694268267,-0.0002886226708586847,0.05496768975837363,0.055253959985242955,-0.00028627022686932707
50,color,reach,color_red_only,fixed_train,1.0,0.6444444444444445,0.3555555555555555,1.0,1.0,0.0,1.0,1.0,0.0,0.0037275206802102425,0.010313437238025169,-0.006585916557814927,0.01133980262481297,0.04601854558051047,-0.0346787429556975
50,lighting_direction_intensity,reach,lighting_diverse,diverse_train,1.0,0.3511111111111111,0.6488888888888888,1.0,0.6088888888888889,0.3911111111111111,1.0,0.8044444444444444,0.1955555555555556,0.005044041729221741,0.03990132594688071,-0.03485728421765896,0.0680837370455265,0.0975738192266888,-0.029490082181162294
50,lighting_direction_intensity,reach,lighting_fixed,fixed_train,1.0,0.4711111111111111,0.528888888888889,1.0,0.6088888888888889,0.3911111111111111,1.0,0.9111111111111111,0.0888888888888889,0.0038838571636006236,0.020581511054188015,-0.016697653890587392,0.06420695719619592,0.10368866743312942,-0.039481710236933504
50,spatial_distribution,reach,spatial_narrow,narrow_train,0.19111111111111112,0.044444444444444446,0.14666666666666667,0.6333333333333333,0.11777777777777777,0.5155555555555555,0.7844444444444445,0.20444444444444443,0.5800000000000001,0.02860209616340904,0.13552728175340842,-0.10692518558999937,0.10459311105543749,0.27570369764127667,-0.17111058658583916
50,spatial_distribution,reach,spatial_wide,wide_train,0.07111111111111111,0.04888888888888889,0.02222222222222222,0.2866666666666667,0.26,0.026666666666666672,0.5733333333333334,0.54,0.033333333333333326,0.0522092446583944,0.07073603071712165,-0.018526786058727242,0.1377186868774394,0.16023115748539565,-0.022512470607956248
